0,19,18,0.025
1,25,14,0.032
2,14,23,0.02
3,6,52,0.003
4,5,53,0.002
5,28,14,0.06
6,24,12,0.031
7,7,38,0.002
8,8,51,0.005
9,12,35,0.007
10,7,56,0.004
11,10,33,0.008
12,12,33,0.015
13,4,66,0.001
14,9,42,0.009
15,10,36,0.012
16,17,20,0.031
17,27,13,0.036
18,5,70,0.002
19,26,9,0.055
20,21,21,0.028
21,19,18,0.027
22,22,14,0.03
23,8,40,0.004
24,17,19,0.022
25,16,23,0.02
26,23,20,0.032
27,28,7,0.05
28,9,40,0.008
29,14,20,0.011
30,9,48,0.003
31,22,28,0.033
32,8,56,0.006
33,15,24,0.015
34,18,27,0.021
35,9,33,0.006
36,12,38,0.009
37,36,8,0.097
38,35,9,0.087
39,22,15,0.054
40,15,29,0.015
41,27,13,0.075
42,22,26,0.021
43,11,25,0.018
44,25,13,0.061
45,37,7,0.091
46,15,27,0.025
47,11,23,0.007
48,2,70,0.0
49,17,24,0.033
50,26,12,0.075
51,19,22,0.012
52,13,28,0.016
53,5,53,0.001
54,17,20,0.01
55,17,20,0.025
56,6,62,0.001
57,13,28,0.015
58,6,56,0.004
59,12,26,0.012
60,21,16,0.046
61,30,11,0.058
62,15,24,0.011
63,18,25,0.032
64,20,15,0.028
65,14,35,0.02
66,12,44,0.009
67,13,24,0.012
68,10,47,0.005
69,24,9,0.035
70,26,17,0.036
71,23,16,0.039
72,27,10,0.083
73,16,25,0.023
74,20,21,0.02
75,14,21,0.02
76,29,11,0.064
77,3,57,0.001
78,23,20,0.036
79,10,37,0.007
80,21,17,0.036
81,20,21,0.028
82,24,13,0.058
83,8,48,0.007
84,12,29,0.01
85,29,13,0.043
86,11,34,0.007
87,18,20,0.03
88,17,22,0.024
89,15,17,0.014
90,7,43,0.004
91,29,16,0.041
92,18,20,0.018
93,5,61,0.001
94,16,20,0.017
95,29,11,0.082
96,6,60,0.003
97,13,38,0.015
98,28,11,0.063
99,34,9,0.064
100,11,31,0.007
101,19,22,0.023
102,26,13,0.057
103,16,22,0.025
104,6,64,0.004
105,19,21,0.05
106,19,14,0.032
107,19,25,0.031
108,8,46,0.003
109,15,31,0.018
110,25,15,0.034
111,6,51,0.004
112,11,42,0.016
113,16,25,0.024
114,14,33,0.014
115,7,44,0.003
116,21,16,0.033
117,11,29,0.018
118,16,24,0.015
119,9,42,0.008
120,14,16,0.011
121,3,94,0.0
122,30,9,0.068
123,21,16,0.035
124,9,38,0.005
125,23,18,0.037
126,8,45,0.004
127,4,58,0.001
128,10,28,0.005
129,16,18,0.025
130,39,4,0.14
131,28,11,0.08
132,9,45,0.006
133,8,47,0.005
134,28,19,0.055
135,13,29,0.005
136,27,15,0.032
137,24,15,0.055
138,19,24,0.024
139,21,17,0.03
140,14,36,0.019
141,6,56,0.003
142,29,15,0.052
143,5,52,0.002
144,20,16,0.045
145,6,66,0.002
146,22,18,0.043
147,19,28,0.06
148,9,38,0.006
149,26,21,0.059
150,29,11,0.051
151,26,12,0.046
152,10,54,0.007
153,10,41,0.014
154,4,65,0.001
155,15,29,0.022
156,26,13,0.066
157,26,12,0.067
158,11,29,0.008
159,25,10,0.081
160,12,27,0.012
161,9,50,0.005
162,20,21,0.03
163,30,15,0.049
164,21,19,0.039
165,16,29,0.015
166,36,8,0.109
167,21,29,0.044
168,34,7,0.118
169,16,36,0.013
170,14,24,0.016
171,12,28,0.009
172,26,15,0.062
173,16,14,0.019
174,25,15,0.064
175,15,20,0.021
176,6,41,0.001
177,34,7,0.126
178,22,15,0.037
179,16,23,0.016
180,17,23,0.027
181,15,32,0.015
182,30,15,0.048
183,18,20,0.016
184,12,26,0.019
185,22,15,0.021
186,24,13,0.05
187,20,24,0.026
188,24,12,0.047
189,15,29,0.012
190,32,19,0.042
191,15,36,0.012
192,7,55,0.006
193,16,20,0.028
194,15,27,0.018
195,26,19,0.038
196,5,54,0.002
197,21,21,0.036
198,25,8,0.068
199,11,41,0.017
