1,50,5.53,0.093,0.031,0.027287960052490234-0.01265406608581543-0.022044897079467773-0.05254721641540527-0.056467294692993164-0.02534031867980957-0.012485265731811523-0.006342172622680664-0.027535676956176758-0.09870100021362305-0.0039141178131103516-0.03564906120300293-0.027385473251342773-0.0360569953918457-0.032163143157958984-0.04686164855957031-0.041452884674072266-0.03362584114074707-0.03679990768432617-0.06383967399597168-0.007409572601318359-0.007961034774780273-0.025666236877441406-0.013910770416259766-0.00018835067749023438-0.041170597076416016-0.08045697212219238-0.037160634994506836-0.06996917724609375-0.07780575752258301-0.024880647659301758-0.03995108604431152-0.02423691749572754-0.039922475814819336-0.025706768035888672-0.027528762817382812-0.0012485980987548828-0.015038728713989258-0.03660225868225098-0.010256528854370117-0.03054642677307129-0.00035262107849121094-0.0727841854095459-0.01098489761352539-0.016474246978759766-0.03332829475402832-0.02652883529663086-0.03918313980102539-0.04485130310058594-0.04635047912597656-0.07747364044189453-0.0008184909820556641-0.04028677940368652-0.03449869155883789-0.03909134864807129-0.039548397064208984-0.029418468475341797-0.04073309898376465-0.07890677452087402-0.03574538230895996-0.04696345329284668-0.0778815746307373-0.06655216217041016-0.04558968544006348-0.038342952728271484-0.04330182075500488-0.026633501052856445-0.04156970977783203-0.00017595291137695312-0.022770404815673828-0.0034677982330322266-0.017203330993652344-0.016785621643066406-0.002701282501220703-0.018273115158081055-0.001895904541015625-0.05759572982788086-0.010556221008300781-0.03992271423339844-0.023233890533447266-0.006000518798828125-0.016103267669677734-0.03638815879821777-0.04647517204284668-0.03036785125732422-0.03208136558532715-0.028982162475585938-0.05573225021362305-0.014436483383178711-0.03330230712890625-0.0036199092864990234-0.02128887176513672-0.03584647178649902-0.03664994239807129-0.004553079605102539-0.028998136520385742-0.007474422454833984-0.011837959289550781-0.014449834823608398-0.003450155258178711,
1,100,5.62,0.094,0.043,0.023899078369140625-0.011559724807739258-0.03995537757873535-0.07656073570251465-0.054547786712646484-0.02872157096862793-0.016827821731567383-0.008995771408081055-0.058921098709106445-0.09573817253112793-0.0037336349487304688-0.04201245307922363-0.02620983123779297-0.040271759033203125-0.10367202758789062-0.0533139705657959-0.056650400161743164-0.03529238700866699-0.061629533767700195-0.06125688552856445-0.007314205169677734-0.010689258575439453-0.04849743843078613-0.013738870620727539-0.00017905235290527344-0.038860321044921875-0.08073306083679199-0.1226797103881836-0.07141518592834473-0.06067180633544922-0.05877947807312012-0.07521915435791016-0.048995018005371094-0.04531574249267578-0.027605533599853516-0.030653715133666992-0.0012726783752441406-0.029550552368164062-0.06829428672790527-0.011021614074707031-0.07955074310302734-0.0003714561462402344-0.10545611381530762-0.02026057243347168-0.024007320404052734-0.05070757865905762-0.033341169357299805-0.0435490608215332-0.08220744132995605-0.046225547790527344-0.09919905662536621-0.0008025169372558594-0.040040016174316406-0.06970095634460449-0.07654213905334473-0.04008221626281738-0.02952265739440918-0.15668988227844238-0.11105084419250488-0.09210634231567383-0.0782771110534668-0.09816789627075195-0.0946805477142334-0.08452200889587402-0.04557371139526367-0.07800531387329102-0.03070068359375-0.04628705978393555-0.0001735687255859375-0.026890039443969727-0.006430387496948242-0.017349958419799805-0.01645040512084961-0.004209756851196289-0.018976688385009766-0.002819061279296875-0.05877804756164551-0.010549068450927734-0.04151582717895508-0.023244142532348633-0.006937742233276367-0.02387070655822754-0.05338025093078613-0.054878950119018555-0.0318455696105957-0.06371855735778809-0.03855609893798828-0.08401608467102051-0.018741130828857422-0.036020517349243164-0.0042018890380859375-0.023725271224975586-0.03683924674987793-0.039049625396728516-0.005102396011352539-0.04337024688720703-0.010549783706665039-0.012756586074829102-0.014986753463745117-0.00578761100769043,
1,150,5.55,0.093,0.061,0.03175687789916992-0.012582778930664062-0.0648493766784668-0.10102486610412598-0.05543661117553711-0.030902624130249023-0.021648168563842773-0.0089263916015625-0.06348776817321777-0.09974861145019531-0.004015445709228516-0.05053377151489258-0.026777267456054688-0.04666566848754883-0.26325440406799316-0.062082529067993164-0.0796513557434082-0.03884625434875488-0.10916328430175781-0.06404662132263184-0.007335186004638672-0.013136625289916992-0.07468295097351074-0.014863729476928711-0.0001888275146484375-0.04072165489196777-0.0891580581665039-0.35929131507873535-0.08266949653625488-0.0726158618927002-0.12436652183532715-0.14400863647460938-0.0745234489440918-0.05518937110900879-0.03232407569885254-0.03554797172546387-0.001256704330444336-0.04438662528991699-0.12100672721862793-0.012378215789794922-0.14581751823425293-0.00037789344787597656-0.1307053565979004-0.02667403221130371-0.03237032890319824-0.07374143600463867-0.04120779037475586-0.048619985580444336-0.03440237045288086-0.04714226722717285-0.1196753978729248-0.0009438991546630859-0.041919708251953125-0.10159015655517578-0.14027190208435059-0.04014325141906738-0.03032088279724121-0.17331767082214355-0.16159486770629883-0.21775293350219727-0.13025879859924316-0.11511826515197754-0.1421358585357666-0.11301183700561523-0.054525136947631836-0.13881373405456543-0.035312652587890625-0.0537562370300293-0.00017142295837402344-0.03278803825378418-0.008877038955688477-0.01695561408996582-0.016902923583984375-0.0057621002197265625-0.01991891860961914-0.003919124603271484-0.059942007064819336-0.010392189025878906-0.0438838005065918-0.024159908294677734-0.007861852645874023-0.03261899948120117-0.07074856758117676-0.06680798530578613-0.03245210647583008-0.12340259552001953-0.03902268409729004-0.13407015800476074-0.02417612075805664-0.040109872817993164-0.0048296451568603516-0.024750709533691406-0.038794517517089844-0.03954362869262695-0.005677938461303711-0.058220863342285156-0.015074729919433594-0.013918399810791016-0.015889644622802734-0.008012771606445312,
1,200,5.58,0.094,0.083,0.02465200424194336-0.011507034301757812-0.09170246124267578-0.13031435012817383-0.05739712715148926-0.03268623352050781-0.026816844940185547-0.008931875228881836-0.06366181373596191-0.10550093650817871-0.0042955875396728516-0.06104302406311035-0.02664804458618164-0.05440711975097656-0.5992655754089355-0.0633995532989502-0.10340046882629395-0.04262375831604004-0.15151429176330566-0.0669701099395752-0.007344245910644531-0.01643967628479004-0.10443925857543945-0.014897346496582031-0.00017762184143066406-0.03963947296142578-0.09195852279663086-0.8254265785217285-0.08775043487548828-0.07757902145385742-0.2369527816772461-0.2498023509979248-0.10262346267700195-0.05977225303649902-0.03329801559448242-0.039133548736572266-0.0012502670288085938-0.060219764709472656-0.18813753128051758-0.012844324111938477-0.1941368579864502-0.0003838539123535156-0.15088891983032227-0.03364753723144531-0.0418546199798584-0.09209799766540527-0.04751181602478027-0.0545351505279541-0.036017417907714844-0.04757380485534668-0.1339130401611328-0.0008034706115722656-0.04184579849243164-0.12703704833984375-0.2413651943206787-0.04122781753540039-0.03217172622680664-0.17382240295410156-0.19162726402282715-0.3225677013397217-0.19914031028747559-0.13397622108459473-0.20732450485229492-0.14014768600463867-0.06359195709228516-0.23823809623718262-0.03946828842163086-0.05973696708679199-0.00017189979553222656-0.03839230537414551-0.008826017379760742-0.01687908172607422-0.017199993133544922-0.00609278678894043-0.020737171173095703-0.003976106643676758-0.0626685619354248-0.010526657104492188-0.047686100006103516-0.024478435516357422-0.008414268493652344-0.04095768928527832-0.028608083724975586-0.07486581802368164-0.032675981521606445-0.22222065925598145-0.03906059265136719-0.20867180824279785-0.027476787567138672-0.041564226150512695-0.0052301883697509766-0.023945331573486328-0.03780245780944824-0.03913283348083496-0.006245613098144531-0.06569933891296387-0.019654512405395508-0.015226125717163086-0.016537904739379883-0.010240554809570312,
1,250,5.62,0.094,0.114,0.025485515594482422-0.01258540153503418-0.1040794849395752-0.13047552108764648-0.056561946868896484-0.03187441825866699-0.031658172607421875-0.009000778198242188-0.06327009201049805-0.11331820487976074-0.004335880279541016-0.07190608978271484-0.02694559097290039-0.06276440620422363-1.162268877029419-0.06199240684509277-0.12981152534484863-0.04789447784423828-0.18795084953308105-0.07169580459594727-0.0073223114013671875-0.019086599349975586-0.11747980117797852-0.015290260314941406-0.0001800060272216797-0.04033970832824707-0.09852123260498047-1.810126543045044-0.09496235847473145-0.08583855628967285-0.41606616973876953-0.4204673767089844-0.1356196403503418-0.0651395320892334-0.03503704071044922-0.041585445404052734-0.0012390613555908203-0.0734856128692627-0.2501349449157715-0.013339757919311523-0.23914766311645508-0.0003695487976074219-0.1734626293182373-0.033942222595214844-0.05282735824584961-0.11263012886047363-0.054801225662231445-0.057051658630371094-0.037438392639160156-0.04929709434509277-0.146226167678833-0.0008006095886230469-0.04067516326904297-0.16200661659240723-0.3857576847076416-0.04180002212524414-0.03219199180603027-0.17197155952453613-0.22460436820983887-0.42421746253967285-0.2965571880340576-0.14920401573181152-0.24969196319580078-0.13745355606079102-0.07010722160339355-0.3629295825958252-0.044592857360839844-0.06902527809143066-0.0001773834228515625-0.044678688049316406-0.00884389877319336-0.017047405242919922-0.01701498031616211-0.006034135818481445-0.021651029586791992-0.003940105438232422-0.06211209297180176-0.010430097579956055-0.04805421829223633-0.02355790138244629-0.009131669998168945-0.05051875114440918-0.03046894073486328-0.08317232131958008-0.033304452896118164-0.3069164752960205-0.03894662857055664-0.26807594299316406-0.031943321228027344-0.03857922554016113-0.005975008010864258-0.02441120147705078-0.038234710693359375-0.03914022445678711-0.0073130130767822266-0.07451367378234863-0.024083852767944336-0.01637864112854004-0.017426490783691406-0.01065683364868164,
1,300,5.62,0.094,0.147,0.030498981475830078-0.015506505966186523-0.10893678665161133-0.13153076171875-0.05736112594604492-0.03206968307495117-0.03709721565246582-0.00898599624633789-0.06353569030761719-0.11828851699829102-0.004503011703491211-0.08338427543640137-0.02769184112548828-0.07104969024658203-1.7243881225585938-0.06333756446838379-0.15883088111877441-0.05267000198364258-0.213914155960083-0.07170844078063965-0.007286548614501953-0.022039413452148438-0.11813187599182129-0.015927553176879883-0.000179290771484375-0.04100966453552246-0.10527348518371582-2.9676766395568848-0.10419559478759766-0.09565424919128418-0.687744140625-0.5776166915893555-0.17197012901306152-0.0734105110168457-0.03916478157043457-0.044255733489990234-0.0012469291687011719-0.08961606025695801-0.31050777435302734-0.014612436294555664-0.287822961807251-0.00037598609924316406-0.19842028617858887-0.03400921821594238-0.06463408470153809-0.13504338264465332-0.06372213363647461-0.059012413024902344-0.03838038444519043-0.04831695556640625-0.16674566268920898-0.0008070468902587891-0.04109930992126465-0.20479702949523926-0.6244096755981445-0.0409245491027832-0.03267478942871094-0.17342495918273926-0.2622702121734619-0.4658985137939453-0.35420894622802734-0.16849708557128906-0.29461169242858887-0.13997697830200195-0.08050894737243652-0.47936058044433594-0.04855990409851074-0.07507991790771484-0.00017523765563964844-0.050090789794921875-0.00905466079711914-0.017231464385986328-0.017729520797729492-0.006012678146362305-0.02292656898498535-0.003951311111450195-0.0638115406036377-0.010488748550415039-0.05209660530090332-0.0239713191986084-0.009858131408691406-0.060462236404418945-0.033164262771606445-0.09384393692016602-0.03455018997192383-0.3792297840118408-0.03952312469482422-0.32094264030456543-0.035715341567993164-0.040522098541259766-0.006378173828125-0.024653911590576172-0.03926968574523926-0.0401155948638916-0.007487297058105469-0.08005571365356445-0.027543306350708008-0.016811609268188477-0.01721930503845215-0.010372400283813477,
1,400,5.58,0.094,0.214,0.025338411331176758-0.012181282043457031-0.10291862487792969-0.13250255584716797-0.04004812240600586-0.033330440521240234-0.03972005844116211-0.008966684341430664-0.06379818916320801-0.133331298828125-0.0043506622314453125-0.10259580612182617-0.027371644973754883-0.08548498153686523-2.872382640838623-0.06286025047302246-0.2243645191192627-0.06048417091369629-0.22587895393371582-0.07673096656799316-0.007260799407958984-0.02676081657409668-0.11722946166992188-0.016980886459350586-0.0001876354217529297-0.04211759567260742-0.11828804016113281-5.205097436904907-0.12073898315429688-0.11058354377746582-1.5690903663635254-0.8440649509429932-0.25359201431274414-0.08551192283630371-0.04485893249511719-0.04413557052612305-0.0012531280517578125-0.09184503555297852-0.39042210578918457-0.016119718551635742-0.38364577293395996-0.0003879070281982422-0.23601651191711426-0.0339350700378418-0.09205460548400879-0.18246865272521973-0.0778200626373291-0.05856680870056152-0.041611671447753906-0.05167889595031738-0.1990833282470703-0.0008068084716796875-0.04240608215332031-0.29020047187805176-1.1585445404052734-0.04049181938171387-0.0332028865814209-0.17188620567321777-0.33144474029541016-0.4681568145751953-0.44941282272338867-0.20541906356811523-0.3496112823486328-0.13812494277954102-0.10065603256225586-0.7262828350067139-0.0555112361907959-0.08961129188537598-0.0001728534698486328-0.06476235389709473-0.008922815322875977-0.017204999923706055-0.01758575439453125-0.006134748458862305-0.02475285530090332-0.0040018558502197266-0.06537437438964844-0.010600566864013672-0.05575966835021973-0.0239713191986084-0.011371612548828125-0.08075451850891113-0.038450002670288086-0.11234641075134277-0.0372316837310791-0.5233666896820068-0.039319515228271484-0.4309215545654297-0.04572486877441406-0.04295682907104492-0.006802797317504883-0.024131298065185547-0.0400240421295166-0.03954935073852539-0.008640766143798828-0.09393048286437988-0.03562164306640625-0.017968177795410156-0.017833232879638672-0.010159730911254883,
1,500,5.64,0.095,0.308,0.024994850158691406-0.011986017227172852-0.10316014289855957-0.13190746307373047-0.04036259651184082-0.033310890197753906-0.040354013442993164-0.008876562118530273-0.06350970268249512-0.14134860038757324-0.00460052490234375-0.021262407302856445-0.0277559757232666-0.07934713363647461-4.650471925735474-0.06270742416381836-0.29753828048706055-0.06806182861328125-0.22321176528930664-0.0797581672668457-0.007410287857055664-0.02653026580810547-0.11730051040649414-0.017832517623901367-0.0001823902130126953-0.04294466972351074-0.12958359718322754-8.644795894622803-0.13947176933288574-0.1289079189300537-3.1480743885040283-1.1469945907592773-0.34607505798339844-0.09989643096923828-0.0530247688293457-0.04535555839538574-0.0012502670288085938-0.09308505058288574-0.5031626224517822-0.017551422119140625-0.5069825649261475-0.00037169456481933594-0.2940952777862549-0.03417158126831055-0.12328696250915527-0.23684000968933105-0.09395718574523926-0.05998849868774414-0.043929338455200195-0.05258369445800781-0.2361905574798584-0.0008082389831542969-0.04152321815490723-0.3978872299194336-1.6299340724945068-0.04122352600097656-0.03498101234436035-0.17351412773132324-0.40940332412719727-0.4747886657714844-0.5661566257476807-0.247697114944458-0.36049628257751465-0.14052820205688477-0.12367367744445801-1.0298726558685303-0.06316709518432617-0.1088566780090332-0.0001728534698486328-0.06703567504882812-0.009277820587158203-0.017030000686645508-0.017518043518066406-0.006227254867553711-0.025969982147216797-0.004086017608642578-0.07080912590026855-0.010812759399414062-0.062097787857055664-0.025100231170654297-0.013270378112792969-0.10854578018188477-0.04511833190917969-0.13384413719177246-0.03807330131530762-0.7389345169067383-0.03983044624328613-0.537017822265625-0.05579042434692383-0.04510140419006348-0.0072138309478759766-0.024305343627929688-0.04138040542602539-0.039443254470825195-0.009947538375854492-0.11364388465881348-0.04577279090881348-0.019991159439086914-0.01924872398376465-0.010218620300292969,
2,5,5.28,0.089,0.203,0.025294780731201172-0.01249837875366211-0.44068145751953125-0.176039457321167-0.1250159740447998-0.08312368392944336-0.08614325523376465-0.49045491218566895-0.4015085697174072-0.10553717613220215-0.0056416988372802734-0.10188579559326172-0.15470266342163086-0.03395509719848633-0.13003826141357422-0.5127756595611572-0.27812623977661133-0.3426632881164551-0.19211697578430176-0.06516098976135254-0.6040687561035156-0.015903472900390625-0.4469635486602783-0.1785411834716797-0.0001914501190185547-0.08485221862792969-0.15948081016540527-0.15208101272583008-0.40208888053894043-0.28051304817199707-0.08927726745605469-0.07932758331298828-0.42461657524108887-0.08440423011779785-0.02614450454711914-0.1735372543334961-0.42154979705810547-0.3041973114013672-0.6743226051330566-0.13292598724365234-0.057183265686035156-0.0003693103790283203-0.4815096855163574-0.5080008506774902-0.2214488983154297-0.28539252281188965-0.04211068153381348-0.3374490737915039-0.06859874725341797-0.05603909492492676-0.12108278274536133-0.32523036003112793-0.27729296684265137-0.15392732620239258-0.07720351219177246-0.4447135925292969-0.07814574241638184-0.22144579887390137-0.13468146324157715-0.20316553115844727-0.24398136138916016-0.10945796966552734-0.06597757339477539-0.07452845573425293-0.27484798431396484-0.19686484336853027-0.20080780982971191-0.8057818412780762-0.005205869674682617-0.12746953964233398-0.11713361740112305-0.3717045783996582-0.018451690673828125-0.05103421211242676-0.23525738716125488-0.2444307804107666-0.09637165069580078-0.23757481575012207-0.09008240699768066-0.024402856826782227-0.10544538497924805-0.1032261848449707-0.3311173915863037-0.49318814277648926-0.03826117515563965-0.06481409072875977-0.11480593681335449-0.09046363830566406-0.5820283889770508-0.2336864471435547-0.01800370216369629-0.23714470863342285-0.13764286041259766-0.2976083755493164-0.1395578384399414-0.6383247375488281-0.13691258430480957-0.0310971736907959-0.10651540756225586-0.2322998046875,
2,6,5.36,0.09,0.266,0.025342464447021484-0.012357473373413086-0.5710272789001465-0.2593505382537842-0.15526342391967773-0.09579062461853027-0.14937472343444824-0.7498772144317627-0.6495742797851562-0.10791683197021484-0.006351470947265625-0.1228322982788086-0.18524169921875-0.04243302345275879-0.15195631980895996-0.7051928043365479-0.38008713722229004-0.4286611080169678-0.2252652645111084-0.06635928153991699-0.814197301864624-0.023135662078857422-0.5878052711486816-0.18606162071228027-0.0001971721649169922-0.09380793571472168-0.17372655868530273-0.23212456703186035-0.5064952373504639-0.3283967971801758-0.12937164306640625-0.10154581069946289-0.5401482582092285-0.09074282646179199-0.02883625030517578-0.20513319969177246-0.49743127822875977-0.411360502243042-0.9602880477905273-0.15662312507629395-0.06765031814575195-0.000370025634765625-0.6267478466033936-0.742224931716919-0.2684793472290039-0.38817930221557617-0.06700730323791504-0.40189051628112793-0.07415652275085449-0.05767107009887695-0.11209487915039062-0.3364243507385254-0.4724748134613037-0.30811119079589844-0.08996844291687012-0.6042826175689697-0.08514189720153809-0.32039952278137207-0.14998412132263184-0.3246500492095947-0.40967249870300293-0.16918635368347168-0.07008910179138184-0.08097720146179199-0.45943737030029297-0.27013063430786133-0.2602577209472656-0.9686830043792725-0.005205631256103516-0.1420605182647705-0.13771700859069824-0.5127630233764648-0.017499446868896484-0.05260443687438965-0.2768526077270508-0.27813124656677246-0.09908080101013184-0.34708666801452637-0.11843514442443848-0.02464580535888672-0.12711143493652344-0.14056825637817383-0.46469736099243164-0.6342387199401855-0.039868831634521484-0.0724802017211914-0.20354557037353516-0.09401297569274902-0.829498291015625-0.26383495330810547-0.018680810928344727-0.3180544376373291-0.1583247184753418-0.3702359199523926-0.1667041778564453-0.7460536956787109-0.16536211967468262-0.034365177154541016-0.11624956130981445-0.2648787498474121,
