0,1,1,success,5.39,1.74,3.55,9.02,19.69
1,1,1,success,7.31,1.71,2.45,6.7,18.18
2,1,1,success,6.67,1.56,1.61,5.12,14.97
3,2,1,success,6.53,1.67,1.26,4.81,14.27
4,1,1,success,6.45,1.66,2.28,6.52,16.91
