0,5,58,0.001
1,5,58,0.001
2,5,64,0.001
3,3,64,0.0
4,4,69,0.0
5,3,76,0.0
6,5,59,0.003
7,3,71,0.0
8,5,52,0.001
9,4,54,0.0
10,5,45,0.001
11,5,57,0.001
12,4,78,0.0
13,3,75,0.0
14,4,76,0.0
15,6,51,0.001
16,5,58,0.001
17,5,55,0.001
18,6,42,0.001
19,6,65,0.002
20,3,81,0.0
21,4,61,0.001
22,5,57,0.001
23,5,52,0.001
24,6,43,0.001
25,5,57,0.001
26,5,51,0.001
27,3,67,0.0
28,6,49,0.001
29,3,79,0.0
30,5,64,0.001
31,4,79,0.001
32,4,51,0.0
33,5,46,0.001
34,5,66,0.001
35,4,70,0.002
36,3,59,0.0
37,5,60,0.001
38,3,61,0.0
39,5,61,0.001
40,4,65,0.0
41,6,51,0.001
42,4,53,0.0
43,6,59,0.001
44,4,62,0.0
45,6,43,0.002
46,3,79,0.0
47,4,81,0.001
48,6,47,0.002
49,3,73,0.0
50,3,82,0.0
51,5,44,0.001
52,3,76,0.0
53,3,85,0.0
54,6,35,0.001
55,5,72,0.001
56,6,55,0.002
57,4,82,0.0
58,4,72,0.001
59,5,52,0.001
60,3,75,0.0
61,5,61,0.001
62,5,56,0.002
63,3,79,0.0
64,4,57,0.0
65,3,64,0.0
66,6,48,0.001
67,4,62,0.0
68,5,59,0.001
69,5,65,0.001
70,6,49,0.001
71,6,57,0.001
72,5,44,0.001
73,5,49,0.001
74,4,60,0.0
75,5,46,0.001
76,5,51,0.001
77,6,59,0.001
78,3,71,0.0
79,6,36,0.001
80,3,59,0.0
81,4,56,0.0
82,3,60,0.0
83,5,52,0.001
84,5,64,0.001
85,5,62,0.001
86,5,54,0.001
87,6,56,0.001
88,3,86,0.0
89,5,63,0.003
90,4,69,0.0
91,4,67,0.001
92,5,58,0.001
93,5,55,0.001
94,7,32,0.002
95,6,32,0.002
96,5,60,0.001
97,4,64,0.0
98,6,76,0.003
99,4,61,0.001
100,5,67,0.001
101,5,50,0.001
102,5,74,0.001
103,6,52,0.002
104,4,51,0.001
105,4,62,0.001
106,5,68,0.001
107,4,73,0.001
108,6,57,0.002
109,3,76,0.0
110,3,73,0.0
111,4,80,0.001
112,5,58,0.001
113,6,38,0.002
114,4,63,0.0
115,4,52,0.001
116,6,45,0.001
117,3,70,0.0
118,5,50,0.001
119,4,70,0.001
120,6,52,0.003
121,4,51,0.0
122,6,44,0.002
123,6,38,0.002
124,3,64,0.0
125,7,53,0.002
126,5,56,0.001
127,5,59,0.001
128,4,56,0.0
129,3,69,0.0
130,4,68,0.0
131,3,63,0.0
132,6,70,0.002
133,5,54,0.002
134,5,41,0.001
135,4,56,0.0
136,4,77,0.0
137,5,55,0.001
138,5,61,0.001
139,5,77,0.001
140,4,81,0.0
141,4,72,0.0
142,4,66,0.0
143,6,55,0.002
144,6,45,0.001
145,2,86,0.0
146,4,57,0.0
147,5,50,0.001
148,3,74,0.0
149,5,55,0.001
150,8,69,0.002
151,4,66,0.0
152,6,80,0.001
153,5,73,0.001
154,4,66,0.0
155,3,66,0.0
156,5,66,0.001
157,2,83,0.0
158,4,66,0.002
159,5,64,0.001
160,4,73,0.0
161,5,55,0.001
162,5,57,0.001
163,4,65,0.0
164,5,54,0.001
165,5,66,0.001
166,3,72,0.0
167,5,63,0.001
168,4,58,0.001
169,4,75,0.001
170,5,55,0.001
171,4,70,0.0
172,6,51,0.002
173,3,74,0.0
174,3,91,0.0
175,6,62,0.001
176,5,75,0.001
177,5,50,0.001
178,6,59,0.001
179,4,59,0.002
180,5,71,0.001
181,5,59,0.001
182,4,72,0.0
183,5,52,0.001
184,4,56,0.001
185,5,71,0.001
186,7,55,0.001
187,3,83,0.0
188,5,50,0.001
189,5,61,0.001
190,7,65,0.004
191,4,69,0.0
192,8,56,0.002
193,5,77,0.001
194,4,69,0.0
195,3,81,0.0
196,5,46,0.001
197,4,54,0.0
198,5,65,0.001
199,6,44,0.001
