0,0,0,strict was too strict,0,0,0,0,0,0
1,1,1,success,0.09,0.05,0.01,0.01,0.16,7885;6509;293;3754;26
2,0,0,strict was too strict,0,0,0,0,0,0
3,2,1,success,0.07,0.05,0.01,0.07,0.21,4608;15169;7922;7015
4,2,1,success,0.07,0.05,0.04,0.04,0.21,42861;60501;553;48918
