49420,5617,5511,12479
1403,6461,20940
328474,328112,37100,3257,14080,10620
49102,174,8151
131477,60068,6453,7029
206499,34549,1299,58453,9808,56042
37721,3257,4181
58057,34549,5511,2497,58793
49673,48858,17557,24499,55501
204092,30781,3356,701,6167
44393,394256,6939,45102
34927,174,31133,43298,59796
24482,49368
205148,9002,3786,18158
7018,1299,11172
206499,50629,4134,140292
49134,53356,6939,9318,9232,140107
58057,34549,5511,2497,58793
20514,1299,7018,29992
3549,3356,5511,8697,8376
55720,6939,34442
34927,56655,3356,5511,8346,30985
58057,1836,3356,3549,267898
207564,6939,1299,58453,9808
3333,1103,2603,4635,18403
37721,12956,58453,9808,9394
34927,6939,44513
139589,25091,202933
55720,3491,6453,16509
4608,7575,2914,9121,25145
44393,151062,1299,58453,9808,9394
49420,15830,30781,199636
20205,6939,577
13830,3356,7018,55200
49134,53356,47787,1299,6453,4755,7633
204092,30781,6461,12025
205148,9002,4637,140224
59919,41327,12741,20960
34927,56655,3356,3786,38661
58057,8551
49420,15830,3356,262355,263155,270942
328474,328112,37100,2914,20940,16625
58057,13237,20677
3549,3356,2914,9318,9689,45372
20205,6939,61955
44393,394256,6939,14877,62989
59919,41327,3356,27976,264692
50300,2914,9318
47251,49432,48362,9002,3257,16761
57821,12586,3257,9009
