0,0,0
0,1,1
0,2,1
0,3,1
0,12,1
0,16,1
0,28,1
0,57,1
0,61,1
0,89,1
0,4,2
0,5,2
0,6,2
0,8,2
0,11,2
0,13,2
0,18,2
0,20,2
0,7,2
0,14,2
0,25,2
0,30,2
0,71,2
0,81,2
0,88,2
0,9,2
0,47,3
0,70,3
0,78,3
0,19,3
0,37,3
0,75,3
0,10,3
0,34,3
0,77,3
0,21,3
0,50,3
0,51,3
0,54,3
0,63,3
0,69,3
0,72,3
0,79,3
0,80,3
0,82,3
0,96,3
0,23,3
0,26,3
0,27,3
0,43,3
0,49,3
0,58,3
0,59,3
0,62,3
0,64,3
0,67,3
0,73,3
0,74,3
0,76,3
0,91,3
0,94,3
0,95,3
0,97,3
0,17,3
0,22,3
0,38,3
0,45,3
0,53,3
0,68,3
0,92,3
0,99,3
0,33,3
0,39,3
0,55,3
0,15,3
0,36,3
0,29,3
0,35,3
0,42,3
0,48,3
0,65,3
0,83,3
0,84,3
0,93,3
0,24,3
0,32,3
0,41,3
0,44,3
0,46,3
0,56,3
0,66,3
0,98,3
0,52,4
0,31,4
0,40,4
0,60,4
0,85,4
0,86,4
0,87,4
0,90,4
1,1,0
1,0,1
1,2,1
1,3,1
1,4,1
1,5,1
1,6,1
1,8,1
1,12,2
1,16,2
1,28,2
1,57,2
1,61,2
1,89,2
1,11,2
1,13,2
1,18,2
1,20,2
1,7,2
1,14,2
1,25,2
1,30,2
1,71,2
1,81,2
1,9,2
1,47,2
1,70,2
1,78,2
1,19,2
1,37,2
1,75,2
1,10,2
1,34,2
1,77,2
1,21,2
1,50,2
1,51,2
1,54,2
1,63,2
1,69,2
1,72,2
1,79,2
1,80,2
1,82,2
1,96,2
1,88,3
1,23,3
1,26,3
1,27,3
1,43,3
1,49,3
1,58,3
1,59,3
1,62,3
1,64,3
1,67,3
1,73,3
1,74,3
1,76,3
1,91,3
1,94,3
1,95,3
1,97,3
1,17,3
1,22,3
1,38,3
1,45,3
1,53,3
1,68,3
1,92,3
1,99,3
1,33,3
1,39,3
1,55,3
1,15,3
1,36,3
1,29,3
1,35,3
1,42,3
1,48,3
1,65,3
1,83,3
1,84,3
1,93,3
1,24,3
1,32,3
1,41,3
